ContactID,Created,Updated,Location,Campaign,Program,SubFaculty,ProgramType,Status,StartDate,EndDate,LDA,TerminationDate,Gender,BirthDate,EducationLevel,Postal,TestScore,WonderlicScore,PrimaryFunder,NetRevenue
510965,"1/1/1900 12:00:00 AM","5/17/2021 1:14:26 PM","Wichita","Google/PPC - Google/PPC","Massage Therapy Certificate (Eve)","Massage Therapy","Certificate","1.4 Complete","10/2/2020 12:00:00 AM","10/8/2020 12:00:00 AM","10/8/2020 12:00:00 AM","1/1/1900 12:00:00 AM","Female","12/11/1992 12:00:00 AM"," N.A.","67114","","26"," ",16597.21
512663,"1/1/1900 12:00:00 AM","7/15/2021 10:42:15 AM","Wichita","Google/PPC - Google/PPC","Massage Therapy Certificate (Eve)","Massage Therapy","Certificate","1.4 Complete","10/12/2020 12:00:00 AM","7/14/2021 12:00:00 AM","7/14/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Male","11/13/1997 12:00:00 AM"," N.A.","67216","","25","Direct Unsubsidized Stafford Loan (Federal)",8793.8
513052,"9/8/2020 3:16:06 PM","11/1/2021 4:54:10 PM","Wichita",,"Massage Therapy Certificate (Eve)","Massage Therapy","Certificate","1.4 Complete","10/12/2020 12:00:00 AM","10/27/2021 12:00:00 AM","10/25/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/25/1972 12:00:00 AM"," N.A.","67212","","24 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",16597.21
516998,"1/1/1900 12:00:00 AM","11/1/2021 4:45:15 PM","Wichita",,"Massage Therapy Certificate (Eve)","Massage Therapy","Certificate","1.4 Complete","5/24/2021 12:00:00 AM","10/27/2021 12:00:00 AM","10/25/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/27/1979 12:00:00 AM"," N.A.","67220","","18 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",6497
518449,"1/1/1900 12:00:00 AM","10/26/2021 4:15:20 PM","Wichita","Google/PPC - Google/PPC","Massage Therapy Certificate (Eve)","Massage Therapy","Certificate","1.2w Withdrawn","5/24/2021 12:00:00 AM","7/16/2021 12:00:00 AM","10/7/2021 12:00:00 AM","10/21/2021 12:00:00 AM","Female","2/29/2000 12:00:00 AM"," N.A.","67209","","21","Pell Grant (Federal)",285
514411,"12/8/2020 9:55:30 AM","9/21/2021 11:12:18 PM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","2/9/2021 12:00:00 AM","3/11/2021 12:00:00 AM","4/27/2021 12:00:00 AM","3/11/2021 12:00:00 AM","Female","3/5/1998 12:00:00 AM","High School Graduate","67214","","20 A1 Timed","Pell Grant (Federal)",24446.04
513187,"9/16/2020 3:15:40 PM","5/25/2021 3:33:47 PM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","10/13/2020 12:00:00 AM","2/25/2022 12:00:00 AM","6/1/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","9/27/1979 12:00:00 AM"," N.A.","67220","","18 A1 Timed","Pell Grant (Federal)",24446.04
515235,"2/3/2021 5:56:11 PM","2/16/2022 4:39:44 PM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","5/25/2021 12:00:00 AM","1/20/2023 12:00:00 AM","2/3/2022 12:00:00 AM","2/16/2022 12:00:00 AM","Female","1/14/1972 12:00:00 AM"," N.A.","67002","","21 A1 Timed","Pell Grant (Federal)",24446.04
513084,"9/10/2020 3:06:50 PM","5/3/2022 1:54:55 PM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","10/13/2020 12:00:00 AM","2/25/2022 12:00:00 AM","2/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Male","9/16/1994 12:00:00 AM"," N.A.","67208","","29 A1 Timed","Direct Subsidized Stafford Loan (Federal)",24446.04
512668,"8/14/2020 4:58:37 PM","6/7/2022 9:11:06 AM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","10/13/2020 12:00:00 AM","2/25/2022 12:00:00 AM","2/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","7/12/1994 12:00:00 AM"," N.A.","67208","22"," N.A.","Pell Grant (Federal)",24446.04
513650,"10/14/2020 4:55:12 PM","5/25/2022 8:45:06 AM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","11/30/2020 12:00:00 AM","4/15/2022 12:00:00 AM","4/11/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/23/1981 12:00:00 AM"," N.A.","67212","","19 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",24446.04
513295,"9/24/2020 4:30:35 PM","4/26/2022 1:09:08 PM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","10/13/2020 12:00:00 AM","6/10/2022 12:00:00 AM","4/14/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/24/1995 12:00:00 AM"," N.A.","67214","","28 A1 Timed","Pell Grant (Federal)",24446.04
513050,"9/8/2020 2:48:51 PM","4/27/2022 11:11:00 AM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","10/13/2020 12:00:00 AM","2/25/2022 12:00:00 AM","2/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM"," N.A.","10/22/1978 12:00:00 AM"," N.A.","66861","","17 A1 Timed","Pell Grant (Federal)",24446.04
511142,"7/9/2020 5:05:21 PM","1/24/2022 2:07:51 PM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","8/17/2020 12:00:00 AM","1/12/2022 12:00:00 AM","12/15/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/2/2001 12:00:00 AM","Some College or University","67203","","25 A1 Timed","Pell Grant (Federal)",24446.04
511016,"6/29/2020 2:03:38 PM","1/6/2022 11:26:03 AM","Wichita",,"Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","8/17/2020 12:00:00 AM","12/15/2021 12:00:00 AM","12/15/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/26/2002 12:00:00 AM","High School Graduate","67212","","25 A1 Timed","Pell Grant (Federal)",24446.04
9106,"3/3/2020 6:56:00 PM","2/9/2021 12:31:36 PM","Wichita","Online App - Online App","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","6/30/2020 12:00:00 AM","10/29/2021 12:00:00 AM","2/9/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","6/16/1999 12:00:00 AM"," N.A.","67203","","20","Pell Grant (Federal)",24446.04
8982,"1/2/2020 9:32:00 PM","8/9/2021 4:12:04 PM","Wichita","Google/PPC - Google/PPC","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","3/17/2020 12:00:00 AM","8/6/2021 12:00:00 AM","7/13/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/4/1987 12:00:00 AM"," N.A.","67203","","26","Pell Grant (Federal)",24446.04
513533,"10/7/2020 3:42:05 PM","7/25/2022 12:56:02 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","11/30/2020 12:00:00 AM","4/15/2022 12:00:00 AM","4/11/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","7/1/1995 12:00:00 AM"," N.A.","67010","","24 A1 Timed","Pell Grant (Federal)",24446.04
514419,"12/8/2020 8:19:49 PM","10/4/2022 11:51:15 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","2/9/2021 12:00:00 AM","6/10/2022 12:00:00 AM","7/25/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/12/1995 12:00:00 AM"," N.A.","67037","","18 A1 Timed","Pell Grant (Federal)",24446.04
513961,"11/4/2020 6:06:26 PM","6/21/2022 9:26:30 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","2/9/2021 12:00:00 AM","6/10/2022 12:00:00 AM","6/7/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/8/1989 12:00:00 AM"," N.A.","67460","","23 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",22446.04
513023,"9/7/2020 3:34:08 PM","8/2/2022 12:28:59 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","10/13/2020 12:00:00 AM","6/10/2022 12:00:00 AM","6/7/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","4/30/1991 12:00:00 AM","Some College or University","67216","","18 A1 Timed","Pell Grant (Federal)",24446.04
512582,"8/9/2020 10:36:08 PM","2/28/2022 9:41:07 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","8/17/2020 12:00:00 AM","2/14/2022 12:00:00 AM","12/15/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","6/7/1996 12:00:00 AM","Some College or University","67216","","24 A1 Timed","Pell Grant (Federal)",24446.04
512458,"8/2/2020 1:08:01 AM","8/15/2022 8:35:23 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","3/29/2021 12:00:00 AM","7/29/2022 12:00:00 AM","7/25/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/20/1990 12:00:00 AM"," N.A.","67203","","18 A1 Timed","Pell Grant (Federal)",24446.04
515238,"2/3/2021 9:51:58 PM","10/25/2022 8:10:40 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","9/20/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/31/1997 12:00:00 AM"," N.A.","67156","","28 A1 Timed","Pell Grant (Federal)",24446.04
515175,"2/1/2021 10:44:44 AM","10/4/2022 12:48:10 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","3/29/2021 12:00:00 AM","7/29/2022 12:00:00 AM","7/25/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","7/10/1989 12:00:00 AM"," N.A.","67101","","22 A1 Timed","Pell Grant (Federal)",24446.04
514797,"1/7/2021 1:20:10 AM","12/7/2022 10:22:58 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","3/29/2021 12:00:00 AM","7/29/2022 12:00:00 AM","7/25/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/3/2000 12:00:00 AM"," N.A.","67349","","18 A1 Timed","Direct Subsidized Stafford Loan (Federal)",24446.04
514773,"1/5/2021 8:13:17 PM","11/28/2022 8:18:45 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","3/29/2021 12:00:00 AM","7/29/2022 12:00:00 AM","11/10/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/14/1986 12:00:00 AM"," N.A.","67219","","18 A1 Timed","Pell Grant (Federal)",24446.04
516152,"4/7/2021 7:56:25 PM","12/6/2022 9:02:25 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","9/20/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/10/1986 12:00:00 AM"," N.A.","67211","","25 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",23446.04
516573,"5/2/2021 11:38:11 PM","1/5/2022 3:24:28 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","7/8/2021 12:00:00 AM","12/15/2021 12:00:00 AM","Female","9/15/2000 12:00:00 AM"," N.A.","67110","","22 A1 Timed","Pell Grant (Federal)",24446.04
511276,"7/19/2020 12:10:46 AM","3/2/2022 10:49:37 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","8/17/2020 12:00:00 AM","5/17/2021 12:00:00 AM","1/14/2021 12:00:00 AM","5/17/2021 12:00:00 AM","Female","6/18/1992 12:00:00 AM","High School Graduate","66720","","23 A1 Timed","Pell Grant (Federal)",24446.04
512580,"8/9/2020 9:56:48 PM","11/10/2021 2:19:43 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","10/13/2020 12:00:00 AM","6/7/2022 12:00:00 AM","7/19/2021 12:00:00 AM","8/2/2021 12:00:00 AM","Female","5/19/1997 12:00:00 AM"," N.A.","67207","","26 A1 Timed","Pell Grant (Federal)",24446.04
516444,"4/26/2021 2:57:21 AM","6/14/2021 3:55:42 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","6/10/2021 12:00:00 AM","6/14/2021 12:00:00 AM","Female","4/16/1994 12:00:00 AM"," N.A.","67114","","24 A1 Timed","Pell Grant (Federal)",24446.04
515604,"2/28/2021 9:46:53 AM","8/9/2022 12:09:35 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","3/29/2021 12:00:00 AM","7/29/2022 12:00:00 AM","4/20/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","6/2/1995 12:00:00 AM"," N.A.","67216","","18 A1 Timed","Pell Grant (Federal)",24446.04
515297,"2/8/2021 1:15:11 AM","3/29/2022 1:47:30 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","2/8/2021 12:00:00 AM","6/10/2022 12:00:00 AM","7/1/2021 12:00:00 AM","7/15/2021 12:00:00 AM","Male","6/27/1991 12:00:00 AM"," N.A.","67135","","26 A1 Timed","Veterans Affairs (State)",24446.04
514639,"12/27/2020 6:56:04 PM","2/4/2022 9:24:27 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.2w Withdrawn","2/9/2021 12:00:00 AM","7/29/2022 12:00:00 AM","2/2/2022 12:00:00 AM","2/3/2022 12:00:00 AM","Male","3/11/1986 12:00:00 AM"," N.A.","67566","","23 A1 Timed","Pell Grant (Federal)",24446.04
522049,"1/1/1900 12:00:00 AM","5/2/2023 3:19:14 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.1a Active","1/4/2022 12:00:00 AM","6/16/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/22/1988 12:00:00 AM"," N.A.","67114","","27 A1 Timed","Pell Grant (Federal)",20518
512973,"9/3/2020 8:59:35 PM","6/21/2022 9:55:38 AM","Wichita","ER - Schedule a Tour - Schedule a Tour","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","2/9/2021 12:00:00 AM","5/13/2022 12:00:00 AM","6/7/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/20/1995 12:00:00 AM"," N.A.","67213","","31 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",24446.04
513452,"10/1/2020 3:50:43 PM","12/6/2022 9:24:35 AM","Wichita","ER - Schedule a Tour - Schedule a Tour","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","5/25/2021 12:00:00 AM","9/23/2022 12:00:00 AM","9/20/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/30/2003 12:00:00 AM"," N.A.","67037","","18 A1 Timed","Direct Subsidized Stafford Loan (Federal)",22446.04
512607,"8/11/2020 11:47:53 AM","1/5/2022 1:15:28 PM","Wichita","ER - Schedule a Tour - Schedule a Tour","Master of Massage Therapy AOS Degree (Day)","Massage Therapy","AOS","1.4 Complete","8/17/2020 12:00:00 AM","12/15/2021 12:00:00 AM","12/15/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/3/1992 12:00:00 AM","Some College or University","67067","","24 A1 Timed","Pell Grant (Federal)",24446.04
8957,"12/19/2019 11:18:00 AM","1/9/2022 2:55:58 PM","Wichita","Short Form - Short Form","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.2w Withdrawn","6/29/2020 12:00:00 AM","8/14/2020 12:00:00 AM","8/10/2020 12:00:00 AM","8/14/2020 12:00:00 AM","Female","4/17/1977 12:00:00 AM"," N.A.","67037","","21","Direct Unsubsidized Stafford Loan (Federal)",23946.04
516142,"1/1/1900 12:00:00 AM","5/3/2022 2:10:58 PM","Wichita","Virtual Adviser - Virtual Adviser","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","5/24/2021 12:00:00 AM","2/22/2022 12:00:00 AM","3/31/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/4/2000 12:00:00 AM"," N.A.","67214","","22","Pell Grant (Federal)",13403
513928,"1/1/1900 12:00:00 AM","4/8/2021 3:06:48 PM","Wichita","Virtual Adviser - Virtual Adviser","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","6/29/2020 12:00:00 AM","3/30/2021 12:00:00 AM","3/30/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","3/4/1972 12:00:00 AM"," N.A.","67217","","23","Direct Unsubsidized Stafford Loan (Federal)",14218.84
9157,"6/13/2019 1:16:00 PM","2/28/2022 2:12:39 PM","Wichita","ER - Book a Tour - Website ","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","10/12/2020 12:00:00 AM","2/22/2022 12:00:00 AM","2/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/20/1993 12:00:00 AM"," N.A.","67218","","22","Direct Unsubsidized Stafford Loan (Federal)",23446.04
514012,"11/8/2020 8:23:48 PM","6/4/2021 10:34:42 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.2w Withdrawn","2/9/2021 12:00:00 AM","4/8/2021 12:00:00 AM","2/17/2021 12:00:00 AM","4/8/2021 12:00:00 AM","Female","12/28/1999 12:00:00 AM"," N.A.","67214","","19 A1 Timed","Pell Grant (Federal)",24446.04
516739,"5/11/2021 11:00:13 PM","11/4/2021 4:49:18 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.2w Withdrawn","5/24/2021 12:00:00 AM","9/23/2022 12:00:00 AM","8/19/2021 12:00:00 AM","11/4/2021 12:00:00 AM","Female","4/22/1996 12:00:00 AM"," N.A.","67207","","23 A1 Timed","Pell Grant (Federal)",24446.04
516355,"4/19/2021 3:24:43 PM","12/8/2022 4:54:52 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","5/24/2021 12:00:00 AM","9/23/2022 12:00:00 AM","10/11/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Male","10/28/1990 12:00:00 AM"," N.A.","67010","","27 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",24446.04
515334,"2/9/2021 8:46:42 PM","9/22/2022 12:21:41 PM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","5/24/2021 12:00:00 AM","9/23/2022 12:00:00 AM","9/20/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/24/1973 12:00:00 AM"," N.A.","67060","","21 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",22946.04
512570,"8/9/2020 2:25:43 AM","3/15/2022 11:05:50 AM","Wichita","ER - Website-PPC - Website - I Want Answers","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","10/12/2020 12:00:00 AM","3/10/2022 12:00:00 AM","2/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/23/2000 12:00:00 AM","Some College or University","67235","","21 A1 Timed","Pell Grant (Federal)",24446.04
9150,"5/25/2020 2:44:00 AM","6/21/2021 5:19:35 PM","Wichita","Google/PPC - Google/PPC","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.2w Withdrawn","6/29/2020 12:00:00 AM","10/29/2021 12:00:00 AM","6/18/2021 12:00:00 AM","5/21/2021 12:00:00 AM","Female","2/29/2000 12:00:00 AM"," N.A.","67209","","21","Pell Grant (Federal)",24446.04
158270,"5/10/2020 4:43:00 PM","6/22/2022 9:24:32 AM","Wichita","Google/PPC - Google/PPC","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","10/12/2020 12:00:00 AM","2/25/2022 12:00:00 AM","3/31/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Male","10/24/2000 12:00:00 AM","High School Graduate","67211","","22 A1 Timed","Pell Grant (Federal)",24446.04
8994,"1/15/2020 10:40:01 AM","1/19/2022 2:33:43 PM","Wichita","Instructor/Admin - Instructor/Admin","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","6/30/2020 12:00:00 AM","11/17/2021 12:00:00 AM","10/26/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Male","4/28/1992 12:00:00 AM"," N.A.","67203","","20","Veterans Affairs (State)",24446.04
513063,"9/9/2020 10:33:51 AM","2/28/2022 1:56:41 PM","Wichita",,"Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.4 Complete","10/12/2020 12:00:00 AM","2/22/2022 12:00:00 AM","2/22/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","8/22/1979 12:00:00 AM"," N.A.","67213","","25 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",24064.04
514857,"1/11/2021 2:56:07 PM","12/2/2022 11:09:17 AM","Wichita",,"Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.2w Withdrawn","2/8/2021 12:00:00 AM","11/14/2022 12:00:00 AM","11/15/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/11/1991 12:00:00 AM"," N.A.","67211",""," N.A.","Pell Grant (Federal)",24446.04
517000,"1/1/1900 12:00:00 AM","5/5/2023 10:22:02 AM","Wichita","Google/PPC - Google/PPC","Master of Massage Therapy AOS Degree (Eve)","Massage Therapy","AOS","1.2w Withdrawn","6/29/2020 12:00:00 AM","10/26/2021 12:00:00 AM","11/17/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Male","11/6/1999 12:00:00 AM","High School Graduate","67218","","21 A1 Timed","Pell Grant (Federal)",10297
515970,"1/1/1900 12:00:00 AM","7/28/2022 12:36:15 PM","Springfield","Virtual Advisor - Career Training Readiness","Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","5/10/2021 12:00:00 AM","4/21/2022 12:00:00 AM","4/21/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","5/15/1990 12:00:00 AM","Some College or University","65619","25","25 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",15127.99
516369,"4/20/2021 2:54:20 PM","9/21/2021 10:41:51 PM","Springfield",,"Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.2w Withdrawn","5/10/2021 12:00:00 AM","6/28/2021 12:00:00 AM","6/28/2021 12:00:00 AM","6/30/2021 12:00:00 AM","Female","5/18/1999 12:00:00 AM","High School Graduate","65775","19","19 A1 Timed","Pell Grant (Federal)",15782.78
512597,"8/10/2020 5:26:00 PM","11/10/2021 12:53:02 PM","Springfield",,"Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.2w Withdrawn","8/11/2020 12:00:00 AM","5/12/2021 12:00:00 AM","5/12/2021 12:00:00 AM","10/13/2021 12:00:00 AM","Male","5/24/1984 12:00:00 AM","Some College or University","65583","23","23 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",16075.5
515733,"3/9/2021 5:41:33 PM","7/28/2022 12:31:47 PM","Springfield","Former Student - Current/Former Student","Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","5/10/2021 12:00:00 AM","6/2/2022 12:00:00 AM","6/2/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/24/1994 12:00:00 AM","Some College or University","65757","28","28 A1 Timed","Pell Grant (Federal)",14053.55
511223,"7/14/2020 4:16:26 PM","1/26/2022 2:48:34 PM","Springfield",,"Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","8/11/2020 12:00:00 AM","7/26/2021 12:00:00 AM","7/1/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","2/23/1998 12:00:00 AM","High School Graduate","65721","","18 A1 Timed","Pell Grant (Federal)",15271.02
513671,"10/15/2020 3:08:23 PM","7/11/2022 1:48:58 PM","Springfield",,"Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","3/23/2021 12:00:00 AM","6/21/2022 12:00:00 AM","6/21/2022 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/12/1995 12:00:00 AM","High School Graduate","65583","20","20 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",14623.08
9134,"3/31/2020 2:55:36 PM","3/20/2023 4:59:00 PM","Springfield"," N.A. -  N.A.","Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","5/19/2020 12:00:00 AM","11/10/2021 12:00:00 AM","11/10/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","1/1/1999 12:00:00 AM"," N.A.","65712","","20","Wellspring Loan Over 12 Months (School)",16075.5
158436,"5/25/2020 11:10:00 AM","3/14/2022 2:03:56 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","6/15/2020 12:00:00 AM","9/7/2021 12:00:00 AM","7/1/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/8/1999 12:00:00 AM","High School Graduate","65633","","30 A1 Timed","Pell Grant (Federal)",16180.68
158019,"4/15/2020 2:14:00 PM","11/5/2021 1:49:17 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","8/11/2020 12:00:00 AM","7/14/2021 12:00:00 AM","7/1/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","11/22/1987 12:00:00 AM","Some College or University","65738","28","28 A1 Timed","Cash / Check / Money Order (Personal)",16075.5
158051,"4/19/2020 9:14:00 AM","2/25/2022 2:43:35 PM","Springfield","Google/PPC - Google/PPC","Massage Therapy Certificate (Day)","Massage Therapy","Certificate","1.4 Complete","8/11/2020 12:00:00 AM","7/21/2021 12:00:00 AM","7/1/2021 12:00:00 AM","1/1/1900 12:00:00 AM","Female","10/6/1998 12:00:00 AM","High School Graduate","66861","21","21 A1 Timed","Direct Unsubsidized Stafford Loan (Federal)",13621.78
